Fund Name,Fund Symbol,Date Updated,Fund Holding Stock Name Via Vanguard,Fund Holding Stock Ticker,Fund Holding Percentage,Share Price Test
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Brown & Brown Inc.,BRO,0.010332%,32.44
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Equity LifeStyle Properties Inc.,ELS,0.011317%,50.45
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Assured Guaranty Ltd.,AGO,0.010589%,26.28
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Lennox International Inc.,LII,0.009941%,93.53
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,ARRIS Group Inc.,ARRS,0.011772%,28.03
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Superior Energy Services Inc.,SPN,0.010260%,17.97
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,WPX Energy Inc.,WPX,0.010832%,10.62
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Highwoods Properties Inc.,HIW,0.010340%,43.77
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,AptarGroup Inc.,ATR,0.011113%,65.68
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,CNO Financial Group Inc.,CNO,0.010175%,16.57
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Douglas Emmett Inc.,DEI,0.011149%,27.94
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Bemis Co. Inc.,BMS,0.010415%,43.53
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Waddell & Reed Financial Inc. Class A,WDR,0.009768%,45.72
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Cablevision Systems Corp. Class A,CVC,0.011554%,20.04
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Umpqua Holdings Corp.,UMPQ,0.010070%,17.05
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Oshkosh Corp.,OSK,0.010638%,45.25
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Copart Inc.,CPRT,0.010130%,36.76
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SM Energy Co.,SM,0.010904%,30.29
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Jabil Circuit Inc.,JBL,0.009981%,20.1
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,TriQuint Semiconductor Inc.,TQNT,0.010928%,26.38
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Cree Inc.,CREE,0.010228%,30.33
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Teradyne Inc.,TER,0.009583%,19.56
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,GNC Holdings Inc. Class A,GNC,0.011334%,42.61
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Alliant Techsystems Inc.,ATK,0.009907%,106.19
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Cepheid,CPHD,0.010445%,50.97
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,AGCO Corp.,AGCO,0.009995%,42.92
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,NetSuite Inc.,N,0.010754%,104.76
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Zebra Technologies Corp.,ZBRA,0.009853%,75.83
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,RF Micro Devices Inc.,RFMD,0.010804%,15.79
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,VCA Inc.,WOOF,0.010095%,48.47
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Vectren Corp.,VVC,0.009467%,44.89
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Retail Properties of America Inc.,RPAI,0.011189%,16.33
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Two Harbors Investment Corp.,TWO,0.009774%,10.27
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,City National Corp./CA,CYN,0.010326%,78.38
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Athlon Energy Inc.,ATHL,0.009887%,58.49
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Cinemark Holdings Inc.,CNK,0.010633%,36.2
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Home Properties Inc.,HME,0.009719%,65.51
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,STERIS Corp.,STE,0.010625%,66.3
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,WESCO International Inc.,WCC,0.009949%,72.9
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,ON Semiconductor Corp.,ONNN,0.009335%,9.77
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,CBS Outdoor Americas Inc.,CBSO,0.011050%,0
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Live Nation Entertainment Inc.,LYV,0.009644%,25.58
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Investors Bancorp Inc.,ISBC,0.010183%,10.97
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SPX Corp.,SPW,0.009724%,82.3
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Seattle Genetics Inc.,SGEN,0.010436%,33.74
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Health Net Inc./CA,HNT,0.009554%,51.61
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Triumph Group Inc.,TGI,0.010475%,65.62
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Forest City Enterprises Inc. Class A,FCE.A,0.009808%,21.02
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Align Technology Inc.,ALGN,0.009179%,56.46
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Norwegian Cruise Line Holdings Ltd.,NCLH,0.010839%,43.73
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Owens Corning,OC,0.009469%,34.16
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Aramark,ARMK,0.010000%,28.56
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Pandora Media Inc.,P,0.009581%,17.47
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Solera Holdings Inc.,SLH,0.010290%,48.59
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,FEI Co.,FEIC,0.009407%,90.51
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Allied World Assurance Co. Holdings AG,AWH,0.010293%,36.85
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Patterson Cos. Inc.,PDCO,0.009637%,48.16
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Dynegy Inc.,DYN,0.009046%,29.15
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Air Lease Corp. Class A,AL,0.010721%,34.7
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Commerce Bancshares Inc./MO,CBSH,0.009331%,42.9
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,LPL Financial Holdings Inc.,LPLA,0.009845%,43.3
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Timken Co.,TKR,0.009413%,41.75
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Yelp Inc. Class A,YELP,0.010117%,52.45
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Royal Gold Inc.,RGLD,0.009259%,67.78
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Teledyne Technologies Inc.,TDY,0.010152%,103.43
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,AMC Networks Inc. Class A,AMCX,0.009490%,60.01
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,USG Corp.,USG,0.008908%,27.4
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Tyler Technologies Inc.,TYL,0.010559%,112.22
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,American Homes 4 Rent Class A,AMH,0.009221%,17.11
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,TIBCO Software Inc.,TIBX,0.009734%,0
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,RR Donnelley & Sons Co.,RRD,0.009304%,15.84
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Burger King Worldwide Inc.,BKW,0.010006%,36.66
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Western Refining Inc.,WNR,0.009152%,37.87
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Brinker International Inc.,EAT,0.010032%,55.9
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Old Republic International Corp.,ORI,0.009389%,14.54
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Equity Commonwealth,EQC,0.008798%,25.83
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Validus Holdings Ltd.,VR,0.010420%,41.33
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,DST Systems Inc.,DST,0.009106%,95.39
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SS&C Technologies Holdings Inc.,SSNC,0.009613%,54.22
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Tableau Software Inc. Class A,DATA,0.009209%,83.22
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,West Pharmaceutical Services Inc.,WST,0.009914%,53.86
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Kate Spade & Co.,KATE,0.009067%,28.9
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Dril-Quip Inc.,DRQ,0.009943%,73.17
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Fortinet Inc.,FTNT,0.009306%,28.36
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,NorthStar Asset Management Group Inc./New York,NSAM,0.008736%,21
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Toro Co.,TTC,0.010345%,61.68
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,PolyOne Corp.,POL,0.009048%,35.79
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Aspen Technology Inc.,AZPN,0.009523%,34.05
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Flowers Foods Inc.,FLO,0.009112%,19.17
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,TreeHouse Foods Inc.,THS,0.009813%,84.27
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,HD Supply Holdings Inc.,HDS,0.008986%,27.4
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Verint Systems Inc.,VRNT,0.009849%,57.69
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Techne Corp.,TECH,0.009213%,92.14
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Herbalife Ltd.,HLF,0.008638%,40.71
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Allegheny Technologies Inc.,ATI,0.010227%,32.1
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Exelis Inc.,XLS,0.008932%,16.96
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Esterline Technologies Corp.,ESL,0.009421%,117.53
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,CLARCOR Inc.,CLC,0.009023%,65.43
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Synchrony Financial,SYF,0.009706%,29.52
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Cytec Industries Inc.,CYT,0.008856%,45.6
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,HealthSouth Corp.,HLS,0.009705%,38.6
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Landstar System Inc.,LSTR,0.009071%,73.98
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SunEdison Inc.,SUNE,0.008474%,19.02
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Ultra Petroleum Corp.,UPL,0.010034%,14.58
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Popular Inc.,BPOPN,0.008773%,22.94
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Diamondback Energy Inc.,FANG,0.009266%,53.11
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Intercept Pharmaceuticals Inc.,ICPT,0.008820%,140.17
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SemGroup Corp. Class A,SEMG,0.009489%,65.01
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Tanger Factory Outlet Centers Inc.,SKT,0.008638%,37.09
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Cognex Corp.,CGNX,0.009463%,41.09
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Graham Holdings Co. Class B,GHC,0.008832%,933.32
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,AOL Inc.,AOL,0.008275%,44.46
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Cleco Corp.,CNL,0.009805%,54.11
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Guidewire Software Inc.,GWRE,0.008573%,47.87
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Oil States International Inc.,OIS,0.009053%,43.4
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Akorn Inc.,AKRX,0.008674%,40.86
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,National Instruments Corp.,NATI,0.009314%,31.5
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Platform Specialty Products Corp.,PAH,0.008521%,22.93
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,United Natural Foods Inc.,UNFI,0.009317%,76.24
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,DexCom Inc.,DXCM,0.008720%,54.33
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,NOW Inc.,DNOW,0.008185%,24.01
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Valmont Industries Inc.,VMI,0.009701%,132.86
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Radian Group Inc.,RDN,0.008484%,16.91
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Patterson-UTI Energy Inc.,PTEN,0.008952%,15.05
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Tenneco Inc.,TEN,0.008556%,53.47
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Tempur Sealy International Inc.,TPX,0.009210%,53.28
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Chimera Investment Corp.,CIM,0.008437%,3.38
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,EPR Properties,EPR,0.009239%,56.25
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Casey's General Stores Inc.,CASY,0.008626%,86.02
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Dana Holding Corp.,DAN,0.008095%,20.7
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Alere Inc.,ALR,0.009583%,36.99
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,IDACORP Inc.,IDA,0.008383%,63.42
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Bally Technologies Inc.,BYI,0.008857%,83.27
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Pacira Pharmaceuticals Inc./DE,PCRX,0.008479%,93.23
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,LifePoint Hospitals Inc.,LPNT,0.009130%,72.5
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Portfolio Recovery Associates Inc.,PRAA,0.008362%,57.4
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Zillow Inc. Class A,Z,0.009149%,117.07
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Columbia Property Trust Inc.,CXP,0.008532%,25.44
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Urban Outfitters Inc.,URBN,0.007994%,32.29
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Sunstone Hotel Investors Inc.,SHO,0.009467%,16.65
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Babcock & Wilcox Co.,BWC,0.008276%,28.51
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Vail Resorts Inc.,MTN,0.008717%,88.11
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,MAXIMUS Inc.,MMS,0.008351%,52.08
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Generac Holdings Inc.,GNRC,0.008973%,46.05
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,CBL & Associates Properties Inc.,CBL,0.008220%,19.31
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,JDS Uniphase Corp.,JDUCF,0.008996%,13.39
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Foster Wheeler AG,FWLT,0.008408%,0
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Belden Inc.,BDC,0.007867%,80.39
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,First American Financial Corp.,FAF,0.009295%,32.96
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,MFA Financial Inc.,MFA,0.008129%,8.32
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Healthcare Trust of America Inc. Class A,HTA,0.008545%,13.05
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Post Properties Inc.,PPS,0.008186%,58.94
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Manhattan Associates Inc.,MANH,0.008772%,41.31
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Kennametal Inc.,KMT,0.008035%,34.85
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Regal-Beloit Corp.,RBC,0.008811%,69.52
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SolarWinds Inc.,SWI,0.008245%,50.66
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Moog Inc. Class A,MOG.A,0.007740%,70.5
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Deluxe Corp.,DLX,0.009169%,60.04
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Terex Corp.,TEX,0.008023%,26.91
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Rowan Cos. plc Class A,RDC,0.008477%,19.9
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,FireEye Inc.,FEYE,0.008112%,29.44
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,MGIC Investment Corp.,MTG,0.008732%,9.1
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,FirstMerit Corp.,FMER,0.007995%,18.18
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,StanCorp Financial Group Inc.,SFG,0.008750%,66.95
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Woodward Inc.,WWD,0.008169%,49.7
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,SolarCity Corp.,SCTY,0.007668%,50.91
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Piedmont Office Realty Trust Inc. Class A,PDM,0.009072%,18.87
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Curtiss-Wright Corp.,CW,0.007908%,69.6
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,PAREXEL International Corp.,PRXL,0.008352%,55
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Federated Investors Inc. Class B,FII,0.007968%,33.05
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,WellCare Health Plans Inc.,WCG,0.008579%,76.2
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Hanover Insurance Group Inc.,THG,0.007860%,70.77
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,CubeSmart,CUBE,0.008581%,21.64
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Atmel Corp.,ATML,0.008035%,8.06
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Piedmont Natural Gas Co. Inc.,PNY,0.007547%,38.64
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,EnerSys,ENS,0.008933%,59.45
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Stifel Financial Corp.,SF,0.007816%,50
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Charles River Laboratories International Inc.,CRL,0.008255%,62.98
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Sensient Technologies Corp.,SXT,0.007842%,58.15
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Crane Co.,CR,0.008440%,55.82
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Berry Plastics Group Inc.,BERY,0.007695%,30.59
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Deckers Outdoor Corp.,DECK,0.008434%,96.23
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,CDW Corp./DE,CDW,0.007894%,34.11
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Darling Ingredients Inc.,DAR,0.007409%,17.75
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Geo Group Inc.,GEO,0.008774%,39.95
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Associated Banc-Corp,ASBC,0.007675%,18.32
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Myriad Genetics Inc.,MYGN,0.008100%,35.13
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,BankUnited Inc.,BKU,0.007733%,28.24
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Kodiak Oil & Gas Corp.,KOG,0.008321%,6.56
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Hancock Holding Co.,HBHC,0.007622%,30.22
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Six Flags Entertainment Corp.,SIX,0.008358%,41.8
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Hawaiian Electric Industries Inc.,HE,0.007822%,33.18
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Tupperware Brands Corp.,TUP,0.007340%,63.78
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Oasis Petroleum Inc.,OAS,0.008699%,11.05
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,GATX Corp.,GMT,0.007598%,53.55
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Compass Minerals International Inc.,CMP,0.008025%,81.55
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,JetBlue Airways Corp.,JBLU,0.007653%,15.29
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Aspen Insurance Holdings Ltd.,AHL,0.008242%,43.6
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Pebblebrook Hotel Trust,PEB,0.007535%,44.13
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,DCT Industrial Trust Inc.,DCT,0.008262%,34.46
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Sovran Self Storage Inc.,SSS,0.007725%,86.94
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,International Rectifier Corp.,IRF,0.007237%,39.8
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Portland General Electric Co.,POR,0.008577%,37.9
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Webster Financial Corp.,WBS,0.007484%,31.67
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Westlake Chemical Corp.,WLK,0.007908%,58.04
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Buffalo Wild Wings Inc.,BWLD,0.007576%,168.39
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Manitowoc Co. Inc.,MTW,0.008148%,18.28
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,World Fuel Services Corp.,INT,0.007464%,47.22
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Gaming and Leisure Properties Inc.,GLPI,0.008174%,29.39
Vanguard Balanced Index Fund Admiral Shares,VBIAX,10/31/2014,Axiall Corp.,AXLL,0.007648%,41.11
